,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,trip
77,8223083,12/11/22(Sun)19:38:51,Anonymous,"Dalton Castle &amp; The Boys are actually mega dimes. Its too bad he is already 36 years old, I have only recently discovered them because E-Chad.",FZgEsqPXoAYWbBA,.jpg,680,453,250,166,1670805531211537,1670805531,UwwA4+I6vK45tVh8/IICJA==,95383,0,0,0,dalton-castle-the-boys-are-actually-mega-dimes,43,7,38.0,6.0,"[{'no': 8225558, 'now': '12/12/22(Mon)02:15:44', 'name': 'Anonymous', 'com': '<a href=""#p8223154"" class=""quotelink"">&gt;&gt;8223154</a><br><span class=""quote"">&gt;Castle X Yano</span><br><br>HOLY DIMESOLI<br><br><a href=""#p8223239"" class=""quotelink"">&gt;&gt;8223239</a><br>You talk like AI generated clickbait', 'time': 1670829344, 'resto': 8223083}, {'no': 8225574, 'now': '12/12/22(Mon)02:21:27', 'name': 'Anonymous', 'com': '<a href=""#p8223083"" class=""quotelink"">&gt;&gt;8223083</a><br>A homosexual with gyno', 'time': 1670829687, 'resto': 8223083}, {'no': 8225576, 'now': '12/12/22(Mon)02:22:20', 'name': 'Anonymous', 'com': '<a href=""#p8225574"" class=""quotelink"">&gt;&gt;8225574</a><br>But enough about Roman &quot;HOW CAN KEV SLAP!?&quot; Reigns', 'time': 1670829740, 'resto': 8223083}, {'no': 8225885, 'now': '12/12/22(Mon)04:22:56', 'name': 'Anonymous', 'com': '<a href=""#p8223083"" class=""quotelink"">&gt;&gt;8223083</a><br>Dalton is great. However, TK is shit, so it just doesn&#039;t matter.', 'time': 1670836976, 'resto': 8223083}, {'no': 8225898, 'now': '12/12/22(Mon)04:30:49', 'name': 'Anonymous', 'com': '<a href=""#p8224250"" class=""quotelink"">&gt;&gt;8224250</a><br>Why are wrestlers wearing glamorous costumes, why do they exaggerate their gestures, why do they perform dramatic acts of for the audience? They should all be mentally challenged football players in tight briefs, showing minimal emotion except anger and rage.<br><br>Go watch MMA if you can&#039;t deal with theatrics in the theatre.', 'filename': '2', 'ext': '.jpg', 'w': 803, 'h': 1152, 'tn_w': 87, 'tn_h': 125, 'tim': 1670837449383644, 'time': 1670837449, 'md5': '45pj4u5lcloIC6hiVzKIsA==', 'fsize': 738317, 'resto': 8223083}]",1670837449,,
78,8225846,12/12/22(Mon)04:11:54,Anonymous,"<span class=""quote"">&gt;*ruins your video*</span>",379389F3-0E30-40FE-994F-794EE1BA4B41,.png,1334,750,249,140,1670836314894363,1670836314,Avo8zQfW4SRJxxa5FXNfAA==,3107204,0,0,0,ruins-your-video,0,0,,,,1670836314,,
79,8211613,12/10/22(Sat)17:16:42,Anonymous,Post Joshi Ass,Joshi Ass,.webm,608,1080,140,250,1670710602479599,1670710602,jHmCV+5qIRrvwZG0SD+98A==,3081807,0,0,0,joshi-ass,149,63,144.0,60.0,"[{'no': 8225761, 'now': '12/12/22(Mon)03:38:44', 'name': 'Anonymous', 'com': '<a href=""#p8225758"" class=""quotelink"">&gt;&gt;8225758</a><br>Keep ‘em coming anon', 'time': 1670834324, 'resto': 8211613}, {'no': 8225763, 'now': '12/12/22(Mon)03:39:34', 'name': 'Anonymous', 'com': '<a href=""#p8225761"" class=""quotelink"">&gt;&gt;8225761</a>', 'filename': 'FddhJAQX0AIBN46', 'ext': '.jpg', 'w': 1364, 'h': 2048, 'tn_w': 83, 'tn_h': 125, 'tim': 1670834374355769, 'time': 1670834374, 'md5': 'r1pAdamNxrPc4OaMyFI/2Q==', 'fsize': 391704, 'resto': 8211613}, {'no': 8225769, 'now': '12/12/22(Mon)03:42:12', 'name': 'Anonymous', 'com': '<a href=""#p8225763"" class=""quotelink"">&gt;&gt;8225763</a><br>Yeah I think I need to see all of your evidence of the booba and booty. Don’t stop posting.', 'time': 1670834532, 'resto': 8211613}, {'no': 8225774, 'now': '12/12/22(Mon)03:44:20', 'name': 'Anonymous', 'com': '<a href=""#p8225769"" class=""quotelink"">&gt;&gt;8225769</a>', 'filename': 'Fc1Qe8DaUAEBHgT', 'ext': '.jpg', 'w': 1620, 'h': 1080, 'tn_w': 125, 'tn_h': 83, 'tim': 1670834660752555, 'time': 1670834660, 'md5': '5tzjTvjwtZ64ttlemoXQcw==', 'fsize': 284800, 'resto': 8211613}, {'no': 8225832, 'now': '12/12/22(Mon)04:08:20', 'name': 'Anonymous', 'com': '<a href=""#p8225774"" class=""quotelink"">&gt;&gt;8225774</a><br>guess he came', 'filename': 'Fc3Bm9bakAUc2TY', 'ext': '.jpg', 'w': 656, 'h': 1024, 'tn_w': 80, 'tn_h': 125, 'tim': 1670836100795374, 'time': 1670836100, 'md5': 'JHyXN6Rjf2Kde2dsodkhAQ==', 'fsize': 123140, 'resto': 8211613}]",1670836100,Joshi Ass,
80,8225704,12/12/22(Mon)03:16:34,Anonymous,OH NO NO NO NO NO NO<br>https://youtu.be/mQk92JGcWdU,Screenshot_20221212-021349_YouTube,.jpg,1502,836,250,139,1670832994725229,1670832994,l1m5nOoQwu9pO7mr8F/neQ==,470436,0,0,0,oh-no-no-no-no-no-no,5,0,,,"[{'no': 8225739, 'now': '12/12/22(Mon)03:30:57', 'name': 'Anonymous', 'com': '<a href=""#p8225704"" class=""quotelink"">&gt;&gt;8225704</a><br>Onions onions onions onions onions!', 'time': 1670833857, 'resto': 8225704}, {'no': 8225753, 'now': '12/12/22(Mon)03:34:14', 'name': 'Anonymous', 'com': '<a href=""#p8225739"" class=""quotelink"">&gt;&gt;8225739</a><br>based filter going over this jabroni', 'time': 1670834054, 'resto': 8225704}, {'no': 8225762, 'now': '12/12/22(Mon)03:38:47', 'name': 'Anonymous', 'com': '<a href=""#p8225704"" class=""quotelink"">&gt;&gt;8225704</a><br>This stuff any good', 'time': 1670834327, 'resto': 8225704}, {'no': 8225814, 'now': '12/12/22(Mon)03:59:19', 'name': 'Anonymous', 'com': '<a href=""#p8225739"" class=""quotelink"">&gt;&gt;8225739</a><br>ethered by the filter', 'time': 1670835559, 'resto': 8225704}, {'no': 8225822, 'now': '12/12/22(Mon)04:02:03', 'name': 'Anonymous', 'com': 'more like basedjapan', 'time': 1670835723, 'resto': 8225704}]",1670835723,,
81,8218233,12/11/22(Sun)06:48:46,Anonymous,"Ok this little nigga is getting over with me since tonight, finna strap a rocket to him Shawn",axiom_wwe_nxt_official_render_png_by_ambrose2k_dfg27p1-fullview,.png,1000,707,250,176,1670759326088680,1670759326,ZrCWnCpzmqC2vo19kDbt3A==,728122,0,0,0,ok-this-little-nigga-is-getting-over-with-me,37,8,32.0,7.0,"[{'no': 8224509, 'now': '12/11/22(Sun)22:52:17', 'name': 'Anonymous', 'com': '<a href=""#p8221633"" class=""quotelink"">&gt;&gt;8221633</a><br><span class=""quote"">&gt;Rey Mysterio, who for years along with Kane, were the only WWE guys allowed to wear masks in the ring</span>', 'filename': 'mramerica', 'ext': '.jpg', 'w': 1200, 'h': 800, 'tn_w': 125, 'tn_h': 83, 'tim': 1670817137970179, 'time': 1670817137, 'md5': 'cAzhbAHqvtIoN91ABq1TAg==', 'fsize': 127100, 'resto': 8218233}, {'no': 8225759, 'now': '12/12/22(Mon)03:37:25', 'name': 'Anonymous', 'com': '<a href=""#p8221633"" class=""quotelink"">&gt;&gt;8221633</a><br>Razerhawk doesn&#039;t have a monopoly on power ranger looking Lucha masks', 'time': 1670834245, 'resto': 8218233}, {'no': 8225790, 'now': '12/12/22(Mon)03:47:55', 'name': 'Anonymous', 'com': '<a href=""#p8221382"" class=""quotelink"">&gt;&gt;8221382</a><br>nah, because he is not doing the &quot;fake Mexican&quot; gimmick', 'time': 1670834875, 'resto': 8218233}, {'no': 8225807, 'now': '12/12/22(Mon)03:56:09', 'name': 'Anonymous', 'com': '<a href=""#p8221633"" class=""quotelink"">&gt;&gt;8221633</a><br><span class=""quote"">&gt;Owning a CHIKARA created gimmick</span><br><br>Hilarious', 'time': 1670835369, 'resto': 8218233}, {'no': 8225811, 'now': '12/12/22(Mon)03:59:07', 'name': 'Anonymous', 'com': '<a href=""#p8224509"" class=""quotelink"">&gt;&gt;8224509</a><br>honest shame we have never figured out who that was. I heard rumors but nothing ever concrete', 'time': 1670835547, 'resto': 8218233}]",1670835547,,
82,8223345,12/11/22(Sun)20:11:27,Anonymous,"<span class=""quote"">&gt;January 4 Tokyo Dome shows went from the left to whatever that shit on the right</span><br>Why are you weebs still watching this ice cold shit? Explain yourselves.",D5F2B48D-A5DD-49A4-BA55-124909984926,.jpg,1735,1200,250,172,1670807487904092,1670807487,PvT8MdGzOYReG4XZ7ShbVg==,770628,0,0,0,january-4-tokyo-dome-shows-went-from-the-left-to,25,4,20.0,4.0,"[{'no': 8224758, 'now': '12/11/22(Sun)23:24:10', 'name': 'Anonymous', 'com': '<a href=""#p8223488"" class=""quotelink"">&gt;&gt;8223488</a><br>I like that Inoki holds him down until Baba is pretty much onto of him.', 'time': 1670819050, 'resto': 8223345}, {'no': 8224770, 'now': '12/11/22(Sun)23:25:42', 'name': 'Anonymous', 'com': 'Riki Chosu is a lazy pudgy faggot and I don’t care what any of you puromarks have to say', 'time': 1670819142, 'resto': 8223345}, {'no': 8224786, 'now': '12/11/22(Sun)23:27:53', 'name': 'Anonymous', 'com': '<a href=""#p8223345"" class=""quotelink"">&gt;&gt;8223345</a><br>Liger&#039;s my nigga', 'time': 1670819273, 'resto': 8223345}, {'no': 8224834, 'now': '12/11/22(Sun)23:34:40', 'name': 'Anonymous', 'com': '<a href=""#p8224770"" class=""quotelink"">&gt;&gt;8224770</a><br><span class=""quote"">&gt;and I don’t care what any of you puromarks have to say</span><br>You wouldn’t be saying this if you actually didn’t care. Choshu is one of Japan’s wrestling GOATs and for a good reason.', 'time': 1670819680, 'resto': 8223345}, {'no': 8225801, 'now': '12/12/22(Mon)03:53:50', 'name': 'Anonymous', 'com': '<a href=""#p8224694"" class=""quotelink"">&gt;&gt;8224694</a><br>Nah you are', 'time': 1670835230, 'resto': 8223345}]",1670835230,,
83,8217937,12/11/22(Sun)05:03:10,Anonymous,The Villain Training School,Fjr__AXagAAcX77,.jpg,2048,1536,250,187,1670752990458061,1670752990,fcXyR17haOWdqmoSU299bQ==,212293,0,0,0,oz-oz-academy,31,15,26.0,13.0,"[{'no': 8224359, 'now': '12/11/22(Sun)22:29:24', 'name': 'Anonymous', 'com': '<a href=""#p8222782"" class=""quotelink"">&gt;&gt;8222782</a><br>Here&#039;s a new pastebin with 11/27<br><span class=""quote"">&gt;https://pastebin.com/5Z4qAN7k</span>', 'time': 1670815764, 'resto': 8217937}, {'no': 8224593, 'now': '12/11/22(Sun)23:03:55', 'name': 'Anonymous', 'filename': 'Fjv8EOGVUAAbQDz', 'ext': '.jpg', 'w': 1534, 'h': 2048, 'tn_w': 93, 'tn_h': 125, 'tim': 1670817835944438, 'time': 1670817835, 'md5': 'Nyy6i5zi7daQviCJha1SeQ==', 'fsize': 599655, 'resto': 8217937}, {'no': 8224948, 'now': '12/11/22(Sun)23:51:34', 'name': 'Anonymous', 'com': '<a href=""#p8224359"" class=""quotelink"">&gt;&gt;8224359</a><br>Thanks!', 'time': 1670820694, 'resto': 8217937}, {'no': 8225370, 'now': '12/12/22(Mon)01:12:43', 'name': 'Anonymous', 'com': '<a href=""#p8224092"" class=""quotelink"">&gt;&gt;8224092</a><br>You can see the things', 'time': 1670825563, 'resto': 8217937}, {'no': 8225792, 'now': '12/12/22(Mon)03:50:43', 'name': 'Anonymous', 'filename': 'Image', 'ext': '.jpg', 'w': 450, 'h': 506, 'tn_w': 111, 'tn_h': 125, 'tim': 1670835043519228, 'time': 1670835043, 'md5': '8gZafWR8O47H2jqNl0eqHA==', 'fsize': 31845, 'resto': 8217937}]",1670835043,/oz/ - Oz Academy,
84,8221126,12/11/22(Sun)15:29:41,Anonymous,His schizo booking style has won me over. It&#039;s like a cozy homage to the 90&#039;s New Generation era.,af4,.jpg,947,960,246,250,1670790581030417,1670790581,SHKSeFy7iVQCmsWBH9VKzQ==,143427,0,0,0,his-schizo-booking-style-has-won-me-over-its-like,25,3,20.0,3.0,"[{'no': 8224031, 'now': '12/11/22(Sun)21:42:35', 'name': 'Anonymous', 'com': 'SEX with nagatoro tbkfhwufam', 'time': 1670812955, 'resto': 8221126}, {'no': 8224256, 'now': '12/11/22(Sun)22:12:15', 'name': 'Anonymous', 'com': '<a href=""#p8223406"" class=""quotelink"">&gt;&gt;8223406</a><br>Yeah.<br>She should make fun of that virgin red neck or that black simp that wears the sweater vest', 'time': 1670814735, 'resto': 8221126}, {'no': 8224308, 'now': '12/11/22(Sun)22:21:17', 'name': 'Anonymous', 'com': '<a href=""#p8221237"" class=""quotelink"">&gt;&gt;8221237</a><br>Shitman and Gay magazine boy&#039;s sissy slap fight nearly bankrupted the WWF. Both of them are colossal antidraws and they should thank Stone Cold for saving the business.', 'time': 1670815277, 'resto': 8221126}, {'no': 8225378, 'now': '12/12/22(Mon)01:15:56', 'name': 'Anonymous', 'com': '<a href=""#p8221126"" class=""quotelink"">&gt;&gt;8221126</a><br>joshipedos uppity tonight', 'time': 1670825756, 'resto': 8221126}, {'no': 8225782, 'now': '12/12/22(Mon)03:46:02', 'name': 'Anonymous', 'com': '<a href=""#p8221141"" class=""quotelink"">&gt;&gt;8221141</a><br>Every time you come out with shit indefensible takes like this your family love you less', 'time': 1670834762, 'resto': 8221126}]",1670834762,,
85,8224322,12/11/22(Sun)22:23:12,Anonymous,"she&#039;s still E lel these marks here on <a href=""//boards.4channel.org/pw/"" class=""quotelink"">&gt;&gt;&gt;/pw/</a> will be worked when she appears at the rumble",1668840350436179,.jpg,3098,3872,200,249,1670815392489840,1670815392,nBPLvQTVK3rIoKwj2opTgA==,1001028,0,0,0,leaker-here,7,1,2.0,0.0,"[{'no': 8224913, 'now': '12/11/22(Sun)23:47:03', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;leaker here</span>', 'filename': 'seethe', 'ext': '.png', 'w': 601, 'h': 508, 'tn_w': 125, 'tn_h': 105, 'tim': 1670820423060089, 'time': 1670820423, 'md5': 'SsKa+16kzR1fT9HMH0cz7A==', 'fsize': 114510, 'resto': 8224322}, {'no': 8225175, 'now': '12/12/22(Mon)00:27:13', 'name': 'Anonymous', 'com': '<a href=""#p8224913"" class=""quotelink"">&gt;&gt;8224913</a><br>You&#039;ll see herb, #30 in the woman&#039;s rumble', 'time': 1670822833, 'resto': 8224322}, {'no': 8225716, 'now': '12/12/22(Mon)03:20:30', 'name': 'Anonymous', 'com': 'marks ducking this thread...', 'time': 1670833230, 'resto': 8224322}, {'no': 8225723, 'now': '12/12/22(Mon)03:24:00', 'name': 'Anonymous', 'com': '<a href=""#p8224322"" class=""quotelink"">&gt;&gt;8224322</a><br><span class=""quote"">&gt;Leaker here</span><br><br>The only thing that&#039;s leaking is the shitstain from you fat ass on a chair at and Indy show, Bix.', 'time': 1670833440, 'resto': 8224322}, {'no': 8225754, 'now': '12/12/22(Mon)03:34:37', 'name': 'Anonymous', 'com': '<a href=""#p8224322"" class=""quotelink"">&gt;&gt;8224322</a><br>unless you post nudes nobody cares you&#039;re a &quot;leaker&quot; aka a tall tale teller aka fabricates stories for de lulz', 'time': 1670834077, 'resto': 8224322}]",1670834077,leaker here,
86,8225717,12/12/22(Mon)03:20:58,Anonymous,ITT: wrestlers who are always guaranteed to trigger a schizo meltdown on here by just posting their picture or saying their name,5972446A-8F93-4111-96BC-76A85103E242,.jpg,1537,2048,187,250,1670833258766692,1670833258,lJ+rGNxD8YGw3nuqHO+D5A==,534902,0,0,0,itt-wrestlers-who-are-always-guaranteed-to,5,3,,,"[{'no': 8225734, 'now': '12/12/22(Mon)03:28:42', 'name': 'Anonymous', 'com': '<a href=""#p8225717"" class=""quotelink"">&gt;&gt;8225717</a><br>My favorite meltdowns are when Blisstranny seethes over threads about how ugly Alex is but can&#039;t stop bumping them because he literally can&#039;t control his rage.', 'filename': '1670301690896670', 'ext': '.jpg', 'w': 427, 'h': 500, 'tn_w': 106, 'tn_h': 125, 'tim': 1670833722103486, 'time': 1670833722, 'md5': 'EwULoeuT3QGVOA7HJdpSiA==', 'fsize': 56280, 'resto': 8225717}, {'no': 8225736, 'now': '12/12/22(Mon)03:29:28', 'name': 'Anonymous', 'com': '<a href=""#p8225717"" class=""quotelink"">&gt;&gt;8225717</a><br><a href=""#p8225717"" class=""quotelink"">&gt;&gt;8225717</a><br>Only in UK hours though', 'filename': '1670719446267499', 'ext': '.png', 'w': 289, 'h': 306, 'tn_w': 118, 'tn_h': 125, 'tim': 1670833768809370, 'time': 1670833768, 'md5': 'K9Ds3S77qsMDoQ/Pjj2E6w==', 'fsize': 123360, 'resto': 8225717}, {'no': 8225741, 'now': '12/12/22(Mon)03:30:59', 'name': 'Anonymous', 'com': '<a href=""#p8225734"" class=""quotelink"">&gt;&gt;8225734</a><br>The one blissfaggot on here did more to bury this tranny than anyone else just by being so easy to work', 'time': 1670833859, 'resto': 8225717}, {'no': 8225745, 'now': '12/12/22(Mon)03:31:47', 'name': 'Anonymous', 'com': '<a href=""#p8225717"" class=""quotelink"">&gt;&gt;8225717</a><br><a href=""#p8225734"" class=""quotelink"">&gt;&gt;8225734</a><br><a href=""#p8225736"" class=""quotelink"">&gt;&gt;8225736</a><br>Not surprising for a tranny and a rape victim.', 'time': 1670833907, 'resto': 8225717}, {'no': 8225748, 'now': '12/12/22(Mon)03:32:46', 'name': 'Anonymous', 'com': '<a href=""#p8225734"" class=""quotelink"">&gt;&gt;8225734</a><br><a href=""#p8225736"" class=""quotelink"">&gt;&gt;8225736</a>', 'filename': 'lolcows of peedub', 'ext': '.jpg', 'w': 1500, 'h': 2000, 'tn_w': 93, 'tn_h': 125, 'tim': 1670833966276693, 'time': 1670833966, 'md5': 'l5jpeOBIoC6e1VPTFiUvkA==', 'fsize': 2547165, 'resto': 8225717}]",1670833966,,
87,8221653,12/11/22(Sun)16:48:43,Anonymous,KEK BASED,FdwUTOkWYAEpr_D,.jpg,1024,768,250,187,1670795323933146,1670795323,mu7cOtydIbv93S0j1kWTBA==,116076,0,0,0,kek-based,16,4,11.0,4.0,"[{'no': 8223719, 'now': '12/11/22(Sun)20:57:00', 'name': 'Anonymous', 'com': '<a href=""#p8222677"" class=""quotelink"">&gt;&gt;8222677</a><br>hes a vegan though', 'time': 1670810220, 'resto': 8221653}, {'no': 8224075, 'now': '12/11/22(Sun)21:48:03', 'name': 'Anonymous', 'com': '<a href=""#p8221653"" class=""quotelink"">&gt;&gt;8221653</a><br>Not a dime in sight', 'time': 1670813283, 'resto': 8221653}, {'no': 8224426, 'now': '12/11/22(Sun)22:40:03', 'name': 'Anonymous', 'com': '<a href=""#p8221653"" class=""quotelink"">&gt;&gt;8221653</a><br>woow', 'time': 1670816403, 'resto': 8221653}, {'no': 8225732, 'now': '12/12/22(Mon)03:27:54', 'name': 'Anonymous', 'com': '<a href=""#p8222734"" class=""quotelink"">&gt;&gt;8222734</a><br>jewfro mog', 'time': 1670833674, 'resto': 8221653}, {'no': 8225738, 'now': '12/12/22(Mon)03:29:42', 'name': 'Anonymous', 'com': '<a href=""#p8223719"" class=""quotelink"">&gt;&gt;8223719</a><br>wrong', 'time': 1670833782, 'resto': 8221653}]",1670833782,,
88,8224577,12/11/22(Sun)23:01:07,Anonymous,admit it: you marked out,DFA4C0BD-A4F3-432C-AE17-55C85D63039D,.gif,240,136,240,136,1670817667225293,1670817667,CYAL+QYaKqbhtZggPfEFSQ==,308188,0,0,0,admit-it-you-marked-out,19,4,14.0,2.0,"[{'no': 8225607, 'now': '12/12/22(Mon)02:40:19', 'name': 'Anonymous', 'com': '<a href=""#p8224627"" class=""quotelink"">&gt;&gt;8224627</a><br>kek AEW has more piledrivers in one match than WWE does in a year', 'time': 1670830819, 'resto': 8224577}, {'no': 8225611, 'now': '12/12/22(Mon)02:42:45', 'name': 'Anonymous', 'com': '<a href=""#p8224577"" class=""quotelink"">&gt;&gt;8224577</a><br>I don&#039;t even know what I&#039;m looking at', 'filename': 'apu189375', 'ext': '.jpg', 'w': 657, 'h': 527, 'tn_w': 125, 'tn_h': 100, 'tim': 1670830965449830, 'time': 1670830965, 'md5': 'ymgF27yyrPiRu1ctG0rK1Q==', 'fsize': 32761, 'resto': 8224577}, {'no': 8225658, 'now': '12/12/22(Mon)02:58:44', 'name': 'Anonymous', 'com': '<a href=""#p8225611"" class=""quotelink"">&gt;&gt;8225611</a><br>Here you go.', 'filename': '6fc0e739607a661862526a3ad284bf6f', 'ext': '.gif', 'w': 250, 'h': 225, 'tn_w': 125, 'tn_h': 112, 'tim': 1670831924750851, 'time': 1670831924, 'md5': 'gBQA4qsvLuUSSdtc6IGmMg==', 'fsize': 1022597, 'resto': 8224577}, {'no': 8225662, 'now': '12/12/22(Mon)02:59:32', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;no webm</span><br>No watch', 'time': 1670831972, 'resto': 8224577}, {'no': 8225731, 'now': '12/12/22(Mon)03:27:36', 'name': 'Anonymous', 'com': '<a href=""#p8224577"" class=""quotelink"">&gt;&gt;8224577</a><br>NO ARGH EVERYTHING BAD IF CM PUNK INVOLVED ARGH', 'time': 1670833656, 'resto': 8224577}]",1670833656,,
89,8225673,12/12/22(Mon)03:05:57,Anonymous,"<span class=""quote"">&gt;the faces of nujapan</span>",FjwkBm0aUAAPa8z,.jpg,600,400,250,166,1670832357478757,1670832357,UBgnjkvMZn3yN4fEYEsmaA==,63310,0,0,0,the-faces-of-nujapan,2,0,,,"[{'no': 8225686, 'now': '12/12/22(Mon)03:09:31', 'name': 'Anonymous', 'com': 'more like feces of new Japan', 'time': 1670832571, 'resto': 8225673}, {'no': 8225709, 'now': '12/12/22(Mon)03:18:11', 'name': 'Anonymous', 'com': '<a href=""#p8225673"" class=""quotelink"">&gt;&gt;8225673</a><br>KING OF SOI', 'time': 1670833091, 'resto': 8225673}]",1670833091,,
